"trim_name","gsis_id","season","last_name","first_name","team","name","position","age","team_rank","overall","speed","strength","agility","acceleration","awareness","catch","carrying","throw_power","throw_accuracy","trucking","elusiveness","bc_vision","stiff_arm","spin_move","juke_move","route","catch_in_traffic","spec._catch","release","jumping","throw_accuracy_short","throw_accuracy_mid","throw_accuracy_deep","throw_on_the_run","playaction","tackle","hit_power","power_moves","finesse_moves","block_shedding","pursuit","play_recognition","man_coverage","zone_coverage","press","kick_power","kick_accuracy","impact_blocking","run_block","pass_block","kick_return","toughness","stamina","injury","throw_under_pressure","break_sack","break_tackle","lead_block","run_block_power","pass_block_power","run_block_finesse","pass_block_finesse","short_route_runing","medium_route_running","deep_route_running","player_id"
"NICKMANGOLD","0",2014,"Nick","Mangold","Jets","Nick Mangold","C",NA,1,86,63,91,57,83,94,25,40,14,5,10,19,10,10,10,10,15,15,15,20,64,5,5,5,5,5,44,20,10,10,44,29,28,13,14,10,27,28,89,76,88,11.68633,98,88,92,13.37167,12.68717,9.924333,85.11333,76.918,85.671,78.28333,85.6695,15.13367,6.795333,7.573167,2495891
"NICKMARSHALL","0",2016,"Marshall","Nick","Jaguars","Nick Marshall","CB",NA,7,62,88,65,84,88,53,64,72,82,71,41,68,69,39,73,75,54,65,68,47,87,76,73,67,76,71,52,43,25,20,50,59,53,72,75,51,22,15,22,48,15,84,55,87,88,59.81033,59.4485,62.563,17.127,28.28717,25.31933,27.50517,25.32267,50.71983,43.149,32.71983,2553672
"NICKMARTIN","0",2016,"Martin","Nick","Texans","Nick Martin","C",NA,1,73,65,85,59,79,70,26,36,27,22,27,12,10,29,10,10,15,15,15,15,76,6,6,6,6,6,33,47,10,10,20,30,15,12,15,10,25,25,78,81,79,10,84,89,85,13.0965,13.74583,7.4875,77.57517,78.421,76.54217,78.17817,76.88633,14.88583,5.5285,5.265833,2555189
"NICKMARTIN","0",2018,"Martin","Nick","Texans","Nick Martin","C",25,1,71,65,85,59,79,80,26,36,27,6,27,12,10,29,10,10,8.333333,15,15,15,76,6,6,6,6,6,33,47,10,10,20,30,15,12,15,10,25,25,80,77,75,10,84,89,85,10,12,8,77,74,76,77,72,15,5,5,2555189
"NICKMARTIN","0",2017,"Martin","Nick","Texans","Nick Martin","C",NA,2,74,65,85,59,79,74,26,36,27,22,27,12,10,29,10,10,15,15,15,15,76,6,6,6,6,6,33,47,10,10,20,30,15,12,15,10,25,25,78,81,79,10,84,89,85,14.05917,13.74583,7.495,78.0695,78.5295,77.12717,78.34233,76.78467,14.88583,5.5285,5.265833,2555189
"NICKMCDONALD","0",2014,"Nick","McDonald","Chargers","Nick McDonald","C",NA,2,65,54,85,52,68,61,35,45,10,5,32,31,15,10,10,10,15,15,15,15,35,5,5,5,5,5,44,22,20,20,36,39,15,12,12,10,13,10,68,79,76,10.78017,75,76,88,11.2215,12.8455,19.07083,69.72033,77.7905,74,76.68833,72.92367,14.70267,6.542,8.4995,2507944
"NICKMOODY","0",2015,"Moody","Nick","49ers","Nick Moody","MLB",NA,5,68,81,65,85,88,68,64,55,27,6,50,44,39,35,60,55,15,54,55,15,83,6,6,6,6,6,77,78,71,57,69,79,75,62,76,80,20,20,45,45,45,15,74,92,77,13.03783,12.24083,29.30367,15.83817,40.56133,42.45517,40.34717,40.981,17.95633,11.3855,8.245,2540282
"NICKMOODY","0",2014,"Nick","Moody","49ers","Nick Moody","MLB",NA,5,61,79,65,85,83,55,64,55,27,5,50,44,39,35,60,55,15,54,55,15,83,5,5,5,5,5,76,75,68,57,62,73,74,62,76,80,20,20,45,45,45,15.60233,74,92,77,12.567,12.26667,30.07383,16.1725,40.885,42.09667,40.05533,40.589,19.20067,12.72,10.155,2540282
"NICKNELSON","00-0034767",2018,"Nelson","Nick","Raiders","Nick Nelson","CB",21,7,68,88,59,87,89,54,53,55,23,6,25,65,69,28,63,72,27,27,30,22,87,6,6,6,6,6,50,67,37,44,54,73,54,78,74,77,14,12,50,40,35,80,79,90,91,14,17,57,13,35,40,35,35,33,27,21,2560819
"NICKOLEARY","0",2016,"O'Leary","Nick","Bills","Nick OLeary","TE",NA,4,69,75,73,73,78,62,84,72,30,30,68,35,72,71,45,56,63,78,70,74,78,15,10,6,10,6,44,20,30,20,35,45,15,10,15,10,35,35,64,68,56,30,92,85,88,12.68,14.81733,40.46883,50.56283,62.443,53.58633,66.61167,52.56217,66.91017,64.83233,58.5965,2552403
"NICKOLEARY","0",2015,"O'Leary","Nick","Bills","Nick OLeary","TE",NA,3,69,75,73,73,78,60,84,72,30,10.33333,68,35,72,71,45,56,62,78,70,74,78,15,10,6,10,6,44,20,30,20,35,45,15,10,15,10,35,35,64,61,56,30,92,85,88,11.83483,14.477,40.7795,50.4515,50.941,53.59633,56.901,52.1575,67.17717,64.87433,58.8375,2552403
"NICKOLEARY","00-0032117",2018,"O'Leary","Nick","Bills","Nick O'Leary","TE",26,2,73,75,73,73,79,75,84,73,30,10.33333333,75,35,72,71,45,56,70.66666667,78,75,74,78,15,10,6,10,6,44,20,30,20,35,45,15,10,15,10,35,35,66,54,54,30,92,85,88,15,15,42,51,43,53,53,50,75,71,66,2552403
"NICKOLEARY","0",2017,"O'Leary","Nick","Bills","Nick OLeary","TE",NA,2,76,75,73,73,79,68,84,72,30,30,75,35,72,71,45,56,65,78,70,74,78,15,10,6,10,6,44,20,30,20,35,45,15,10,15,10,35,35,65,84,54,30,92,85,88,12.9835,14.77217,40.73617,51.37467,72.6215,53.41933,71.47083,53.16817,68.275,67.274,61.35583,2552403
"NICKPERRY","00-0029408",2015,"Perry","Nick","Packers","Nick Perry","ROLB",NA,1,79,85,82,74,92,76,40,40,36,6,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,81,86,83,71,74,80,73,57,64,24,37,16,45,45,45,10,73,83,97,13.43,12.34083,22.14383,16.817,38.985,43.21,40.57267,40.63133,15.522,10.32117,6.442,2533048
"NICKPERRY","00-0029408",2015,"Perry","Nick","Packers","Nick Perry","ROLB",NA,1,79,85,82,74,92,76,40,40,36,6,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,81,86,83,71,74,80,73,57,64,24,37,16,45,45,45,10,73,83,97,13.43,12.34083,22.14383,16.817,38.985,43.21,40.57267,40.63133,15.522,10.32117,6.442,2553579
"NICKPERRY","00-0029408",2017,"Perry","Nick","Packers","Nick Perry","LOLB",NA,1,84,86,82,74,88,84,40,40,36,19,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,82,86,84,71,86,87,84,51,58,24,37,16,86,45,45,10,73,83,97,15.93267,14.64917,21.4175,23.4715,44.57267,44.945,44.968,44.907,15.74267,8.2795,5.331333,2533048
"NICKPERRY","00-0029408",2017,"Perry","Nick","Packers","Nick Perry","LOLB",NA,1,84,86,82,74,88,84,40,40,36,19,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,82,86,84,71,86,87,84,51,58,24,37,16,86,45,45,10,73,83,97,15.93267,14.64917,21.4175,23.4715,44.57267,44.945,44.968,44.907,15.74267,8.2795,5.331333,2553579
"NICKPERRY","00-0029408",2016,"Perry","Nick","Packers","Nick Perry","ROLB",NA,2,81,85,82,74,88,79,40,40,36,19,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,82,86,81,68,84,82,79,57,64,24,37,16,45,45,45,10,73,83,97,15.24567,14.9985,22.00733,17.98933,38.625,43.174,40.6705,40.42633,15.676,10.32817,6.390833,2533048
"NICKPERRY","00-0029408",2016,"Perry","Nick","Packers","Nick Perry","ROLB",NA,2,81,85,82,74,88,79,40,40,36,19,25,35,15,25,45,40,15,15,20,25,91,6,6,6,6,6,82,86,81,68,84,82,79,57,64,24,37,16,45,45,45,10,73,83,97,15.24567,14.9985,22.00733,17.98933,38.625,43.174,40.6705,40.42633,15.676,10.32817,6.390833,2553579
"NICKPERRY","00-0029408",2014,"Nick","Perry","Packers","Nick Perry","LOLB",NA,2,73,84,83,73,88,67,40,40,36,5,25,35,15,25,45,40,15,15,20,25,91,5,5,5,5,5,75,86,87,69,73,76,69,54,61,24,37,16,45,45,45,10.60833,73,83,97,13.398,13.9115,21.95167,16.30517,38.5825,43.53667,40.39267,40.6305,15.66533,9.819,7.767,2533048
"NICKPERRY","00-0029408",2014,"Nick","Perry","Packers","Nick Perry","LOLB",NA,2,73,84,83,73,88,67,40,40,36,5,25,35,15,25,45,40,15,15,20,25,91,5,5,5,5,5,75,86,87,69,73,76,69,54,61,24,37,16,45,45,45,10.60833,73,83,97,13.398,13.9115,21.95167,16.30517,38.5825,43.53667,40.39267,40.6305,15.66533,9.819,7.767,2553579
"NICKPERRY","00-0029408",2018,"Perry","Nick","Packers","Nick Perry","ROLB",28,1,82,86,82,74,88,81,40,40,36,6,25,35,15,25,45,40,9.666667,15,20,25,91,6,6,6,6,6,82,86,82,69,83,87,81,56,63,24,37,16,86,45,45,10,73,83,97,11,12,20,26,45,45,45,45,15,9,5,2533048
"NICKPERRY","00-0029408",2018,"Perry","Nick","Packers","Nick Perry","ROLB",28,1,82,86,82,74,88,81,40,40,36,6,25,35,15,25,45,40,9.666667,15,20,25,91,6,6,6,6,6,82,86,82,69,83,87,81,56,63,24,37,16,86,45,45,10,73,83,97,11,12,20,26,45,45,45,45,15,9,5,2553579
"NICKROACH","0",2014,"Nick","Roach","Raiders","Nick Roach","MLB",NA,1,78,83,67,78,84,86,51,55,30,5.666667,30,36,30,35,15,15,15,25,40,15,75,5,7,5,5,7,77,77,71,81,75,83,87,68,78,45,22,22,45,45,45,10.85883,85,89,85,12.89117,12.656,22.33367,16.7425,41.05783,43.02067,40.87933,41.18817,16.43183,10.29367,7.263167,2507119
"NICKSUNDBERG","0",2015,"Sundberg","Nick","Redskins","Nick Sundberg","C",NA,4,57,68,69,69,70,62,40,32,37,6,10,23,10,10,10,10,10,10,12,12,44,6,6,6,6,6,49,45,10,10,22,46,25,14,12,10,15,21,77,68,69,10,70,75,85,12.526,12.80233,13.53783,72.57433,67.35267,64.55233,65.98683,64.146,10.13833,5.144667,5.608833,2507668
"NICKSUNDBERG","0",2018,"Sundberg","Nick","Redskins","Nick Sundberg","C",31,3,54,68,69,69,70,65,40,32,37,6,10,23,10,10,10,10,6.666667,10,12,12,44,6,6,6,6,6,49,45,10,10,22,46,25,14,12,10,15,21,77,65,66,10,70,75,85,14,12,13,75,65,65,60,62,10,5,5,2507668
"NICKSUNDBERG","0",2017,"Sundberg","Nick","Redskins","Nick Sundberg","C",NA,4,55,68,69,69,70,65,40,32,37,16,10,23,10,10,10,10,10,10,12,12,44,6,6,6,6,6,49,45,10,10,22,46,25,14,12,10,15,21,77,66,64,10,70,75,85,13.43167,13.94483,13.6065,64.9565,63.95933,62.49,59.141,57.45117,10.2025,5.528,6.107333,2507668
"NICKSUNDBERG","0",2016,"Sundberg","Nick","Redskins","Nick Sundberg","C",NA,4,54,68,69,69,70,62,40,32,37,16,10,23,10,10,10,10,10,10,12,12,44,6,6,6,6,6,49,45,10,10,22,46,25,14,12,10,15,21,77,66,64,10,70,75,85,13.36967,13.90483,13.6265,65.0765,64.01933,62.29533,59.141,57.45117,10.3545,6.213,6.859,2507668
"NICKSUNDBERG","0",2014,"Nick","Sundberg","Redskins","Nick Sundberg","C",NA,3,57,68,69,69,70,62,40,32,37,5,10,23,10,10,10,10,10,10,12,12,44,5,5,5,5,5,49,45,10,10,22,46,25,14,12,10,15,21,77,68,69,10.15667,70,75,85,12.526,12.77033,13.8995,72.60433,67.40467,64.55233,65.92683,64.188,10.13833,5.510667,7.644167,2507668
"NICKTOON","0",2014,"Nick","Toon","Saints","Nick Toon","WR",NA,6,69,86,65,82,83,65,77,66,45,10,67,56,72,45,72,66,69,76,81,81,90,15,10,5,10,5,35,12,10,10,37,30,20,11,25,18,30,22,57,53,55,43.48567,77,90,79,15.94767,20.37517,60.21617,37.0135,38.12583,30.6545,31.58383,29.23833,67.0605,65.1065,66.14583,2532960
"NICKTOON","00-0029667",2015,"Toon","Nick","Saints","Nick Toon","WR",NA,4,72,89,66,83,88,67,79,69,45,10.33333,67,56,72,45,72,66,70,78,82,81,90,15,10,6,10,6,35,12,10,10,37,30,20,11,25,18,30,22,57,53,55,40,77,90,79,17.72367,20.77333,60.54767,36.171,37.357,30.21417,31.3515,28.66767,69.06933,68.507,68.72983,2532960
"NICKVANNETT","00-0032394",2018,"Vannett","Nick","Seahawks","Nick Vannett","TE",25,2,71,76,73,81,83,72,80,76,29,10.33333,68,60,74,65,58,62,61.33333,78,75,65,80,15,10,6,10,6,30,35,17,17,46,43,22,14,21,17,21,19,71,54,57,18,78,84,86,10,16,60,56,48,56,53,52,66,62,56,2555289
"NICKVANNETT","00-0032394",2017,"Vannett","Nick","Seahawks","Nick Vannett","TE",NA,3,70,76,73,81,83,50,79,76,29,21,68,60,74,65,58,62,61,78,70,65,80,15,10,6,10,6,30,35,17,17,46,43,22,14,21,17,21,19,73,72,63,18,78,84,86,11.062,16.2505,60.72483,55.52967,66.479,60.51,68.22583,58.63633,63.19417,58.57133,53.39467,2555289
"NICKVANNETT","00-0032394",2016,"Vannett","Nick","Seahawks","Nick Vannett","TE",NA,5,70,76,73,81,83,50,79,76,29,21,68,60,74,65,58,62,61,78,70,65,80,15,10,6,10,6,30,35,17,17,46,43,22,14,21,17,21,19,73,73,63,18,78,84,86,11.062,16.2505,60.72483,55.52967,66.652,60.53,69.20417,58.63633,63.19417,58.57133,53.39467,2555289
"NICKVIGIL","00-0032892",2017,"Vigil","Nick","Bengals","Nick Vigil","ROLB",NA,3,67,83,66,78,86,60,56,40,23,33,29,31,36,41,24,33,15,26,29,20,83,5,5,5,5,5,87,79,60,64,74,79,60,54,71,57,23,26,77,31,29,12,91,86,90,15.2495,15.27917,18.60067,19.26267,43.8075,42.84483,43.6615,42.06867,15.58233,9.1605,7.7275,2555528
"NICKVIGIL","00-0032892",2018,"Vigil","Nick","Bengals","Nick Vigil","LOLB",25,1,71,83,71,78,86,72,56,40,23,5,29,31,36,41,24,33,8.333333,26,29,20,83,5,5,5,5,5,82,79,50,56,71,79,72,50,62,57,23,26,77,45,45,12,91,86,90,14,12,16,17,45,45,45,45,15,5,5,2555528
"NICKVIGIL","00-0032892",2016,"Vigil","Nick","Bengals","Nick Vigil","MLB",NA,3,65,83,66,78,86,60,55,40,23,33,29,31,36,41,24,33,15,26,29,20,83,5,5,5,5,5,87,79,60,64,74,79,60,53,72,57,23,26,30,31,29,12,91,86,90,13.83333,14.6865,20.19,17.87283,35.64583,38.808,38.1985,37.4495,15.569,9.380667,9.071833,2555528
"NICKWILLIAMS","00-0030500",2015,"Williams","Nick","Falcons","Nick Williams","WR",NA,8,61,85,43,91,87,60,73,67,35,10.33333,32,71,82,32,74,75,65,74,72,43,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,77,75,88,92,19.35483,21.85517,72.33317,21.718,28.94633,18.20483,25.988,16.967,61.679,53.993,52.601,2540279
"NICKWILLIAMS","00-0030500",2015,"Williams","Nick","Falcons","Nick Williams","WR",NA,8,61,85,43,91,87,60,73,67,35,10.33333,32,71,82,32,74,75,65,74,72,43,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,77,75,88,92,19.35483,21.85517,72.33317,21.718,28.94633,18.20483,25.988,16.967,61.679,53.993,52.601,2541479
"NICKWILLIAMS","00-0030500",2016,"Williams","Nick","Falcons","Nick Williams","WR",NA,3,69,85,43,91,88,75,81,77,35,28,35,74,83,35,75,77,75,77,74,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,78,75,88,92,21.34733,22.14333,74.15333,21.65117,29.45767,19.71317,26.0445,18.12567,73.01433,71.44267,70.59717,2540279
"NICKWILLIAMS","00-0030500",2016,"Williams","Nick","Falcons","Nick Williams","WR",NA,3,69,85,43,91,88,75,81,77,35,28,35,74,83,35,75,77,75,77,74,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,78,75,88,92,21.34733,22.14333,74.15333,21.65117,29.45767,19.71317,26.0445,18.12567,73.01433,71.44267,70.59717,2541479
"NICKWILLIAMS","00-0030500",2015,"Williams","Nick","Chiefs","Nick Williams","LE",NA,2,72,73,83,73,86,68,23,40,19,6,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,80,53,72,77,65,23,40,10,15,11,45,45,45,10,76,73,93,12.89467,12.18967,10.07433,19.779,39.11783,43.226,41.437,40.913,10.008,6.555333,5.702833,2540279
"NICKWILLIAMS","00-0030500",2015,"Williams","Nick","Chiefs","Nick Williams","LE",NA,2,72,73,83,73,86,68,23,40,19,6,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,80,53,72,77,65,23,40,10,15,11,45,45,45,10,76,73,93,12.89467,12.18967,10.07433,19.779,39.11783,43.226,41.437,40.913,10.008,6.555333,5.702833,2541479
"NICKWILLIAMS","00-0030500",2018,"Williams","Nick","Bears","Nick Williams","RE",28,2,71,73,83,73,87,64,23,40,19,6,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,77,76,76,52,79,76,64,23,40,10,15,11,81,45,45,10,76,73,93,15,12,10,11,45,45,45,45,10,10,10,2540279
"NICKWILLIAMS","00-0030500",2018,"Williams","Nick","Bears","Nick Williams","RE",28,2,71,73,83,73,87,64,23,40,19,6,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,77,76,76,52,79,76,64,23,40,10,15,11,81,45,45,10,76,73,93,15,12,10,11,45,45,45,45,10,10,10,2541479
"NICKWILLIAMS","00-0030500",2017,"Williams","Nick","Falcons","Nick Williams","WR",NA,6,70,86,43,91,89,75,81,77,35,28,35,74,83,35,75,77,75,77,74,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,49,48,32,78,75,88,92,21.27383,22.115,74.24333,28.24433,29.89383,20.14517,25.689,18.37283,73.60183,72.88267,70.53217,2540279
"NICKWILLIAMS","00-0030500",2017,"Williams","Nick","Falcons","Nick Williams","WR",NA,6,70,86,43,91,89,75,81,77,35,28,35,74,83,35,75,77,75,77,74,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,49,48,32,78,75,88,92,21.27383,22.115,74.24333,28.24433,29.89383,20.14517,25.689,18.37283,73.60183,72.88267,70.53217,2541479
"NICKWILLIAMS","00-0030500",2014,"Nick","Williams","Steelers","Nick Williams","RE",NA,1,65,75,83,73,80,54,23,40,19,5,24,10,10,10,10,10,10,10,12,12,81,5,5,5,5,5,76,76,83,57,74,77,45,23,40,10,15,11,45,45,45,10.15167,76,73,93,11.75283,12.3975,11.834,20.152,39.067,43.17333,41.4195,40.82967,10.098,8.240667,6.650333,2540279
"NICKWILLIAMS","00-0030500",2014,"Nick","Williams","Steelers","Nick Williams","RE",NA,1,65,75,83,73,80,54,23,40,19,5,24,10,10,10,10,10,10,10,12,12,81,5,5,5,5,5,76,76,83,57,74,77,45,23,40,10,15,11,45,45,45,10.15167,76,73,93,11.75283,12.3975,11.834,20.152,39.067,43.17333,41.4195,40.82967,10.098,8.240667,6.650333,2541479
"NICKWILLIAMS","00-0030500",2018,"Williams","Nick","Titans","Nick Williams","WR",27,6,64,85,43,91,88,60,80,75,35,10.33333333,35,71,83,35,75,77,68,75,72,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,49,41,32,78,75,88,92,22,22,74,29,22,15,16,15,70,71,63,2540279
"NICKWILLIAMS","00-0030500",2018,"Williams","Nick","Titans","Nick Williams","WR",27,6,64,85,43,91,88,60,80,75,35,10.33333333,35,71,83,35,75,77,68,75,72,59,91,15,10,6,10,6,37,15,10,10,31,46,35,15,25,15,28,24,49,41,32,78,75,88,92,22,22,74,29,22,15,16,15,70,71,63,2541479
"NICKWILLIAMS","00-0030500",2014,"Nick","Williams","Redskins","Nick Williams","WR",NA,8,59,87,43,91,93,51,72,63,35,10,32,71,82,32,74,75,63,72,66,43,91,15,10,5,10,5,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,70.135,75,88,92,17.84567,21.32333,72.0075,21.71567,29.13217,18.13033,26.59867,17.89083,57.43933,51.0125,51.55967,2540279
"NICKWILLIAMS","00-0030500",2014,"Nick","Williams","Redskins","Nick Williams","WR",NA,8,59,87,43,91,93,51,72,63,35,10,32,71,82,32,74,75,63,72,66,43,91,15,10,5,10,5,37,15,10,10,31,46,35,15,25,15,28,24,39,48,32,70.135,75,88,92,17.84567,21.32333,72.0075,21.71567,29.13217,18.13033,26.59867,17.89083,57.43933,51.0125,51.55967,2541479
"NICKWILLIAMS","00-0030500",2017,"Williams","Nick","Dolphins","Nick Williams","LE",NA,3,68,74,83,73,87,68,23,40,19,18,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,76,52,79,76,68,23,40,10,15,11,81,45,45,10,76,73,93,14.58467,12.92917,10.137,20.28767,44.63333,44.9675,44.991,44.67333,10.06667,5.431333,4.896667,2540279
"NICKWILLIAMS","00-0030500",2017,"Williams","Nick","Dolphins","Nick Williams","LE",NA,3,68,74,83,73,87,68,23,40,19,18,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,76,52,79,76,68,23,40,10,15,11,81,45,45,10,76,73,93,14.58467,12.92917,10.137,20.28767,44.63333,44.9675,44.991,44.67333,10.06667,5.431333,4.896667,2541479
"NICKWILLIAMS","00-0030500",2016,"Williams","Nick","Chiefs","Nick Williams","RE",NA,2,68,72,83,73,86,68,23,40,19,18,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,76,52,79,76,68,23,40,10,15,11,45,45,45,10,76,73,93,14.1885,13.87483,10.16633,19.72633,38.75283,42.8725,41.499,40.52383,10.07167,8.282,6.3715,2540279
"NICKWILLIAMS","00-0030500",2016,"Williams","Nick","Chiefs","Nick Williams","RE",NA,2,68,72,83,73,86,68,23,40,19,18,24,10,10,10,10,10,10,10,12,12,81,6,6,6,6,6,78,76,76,52,79,76,68,23,40,10,15,11,45,45,45,10,76,73,93,14.1885,13.87483,10.16633,19.72633,38.75283,42.8725,41.499,40.52383,10.07167,8.282,6.3715,2541479
"NICOFALAH","0",2018,"Falah","Nico","Titans","Nico Falah","C",23,2,58,74,72,77,84,59,36,41,17,6,20,12,10,30,10,10,8.333333,15,15,15,76,6,6,6,6,6,30,20,10,10,20,30,15,12,15,10,18,14,77,68,67,10,85,82,84,12,12,7,74,65,65,69,68,15,5,5,2561327
"NICOJOHNSON","0",2015,"Johnson","Nico","Bengals","Nico Johnson","MLB",NA,3,73,80,74,75,83,66,52,64,19,6,44,25,48,39,35,29,24,28,25,20,78,6,6,6,6,6,87,82,66,54,86,84,70,56,68,65,10,15,45,45,45,10,83,82,92,12.93283,12.43683,14.66233,19.1665,39.46867,42.70433,40.72733,41.261,14.414,8.818333,7.070167,2539193
"NICOJOHNSON","0",2014,"Nico","Johnson","Chiefs","Nico Johnson","MLB",NA,3,70,77,74,75,81,63,52,64,19,5,44,25,48,39,35,29,24,28,25,20,78,5,5,5,5,5,87,81,66,54,86,84,65,55,68,65,10,15,45,45,45,10.39033,83,82,92,13.0165,12.47833,16.61017,18.6695,39.34683,42.71433,40.70233,41.22433,14.578,9.193,8.288833,2539193
"NICOSIRAGUSA","0",2018,"Siragusa","Nico","Ravens","Nico Siragusa","LG",24,1,73,61,89,69,78,61,29,26,30,6,20,12,10,30,10,10,9,22,18,14,78,6,6,6,6,6,27,33,10,10,20,29,15,12,15,10,25,25,80,81,74,6,87,86,90,10,12,6,81,81,75,77,73,16,6,5,2557874
"NICOSIRAGUSA","0",2017,"Siragusa","Nico","Ravens","Nico Siragusa","LG",NA,1,71,61,89,69,78,61,29,26,30,30,20,12,10,30,10,10,16,22,18,14,78,6,6,6,6,6,27,33,10,10,20,29,15,12,15,10,25,25,80,81,76,6,87,86,90,10.96233,13.911,6.352333,72.625,77.62717,74.86333,77.46083,73.547,17.11317,8.632833,6.488167,2557874
"NICSHIMONEK","00-0034574",2018,"Shimonek","Nic","Chargers","Nic Shimonek","QB",24,4,62,76,64,71,83,54,23,64,92,74,28,29,53,33,27,42,10,16,12,12,71,78,74,70,80,78,21,15,10,10,22,26,18,12,13,10,25,20,19,19,18,10,79,93,89,70,44,26,13,19,13,19,18,10,10,10,2560874
"NIGELBRADHAM","00-0029272",2018,"Bradham","Nigel","Eagles","Nigel Bradham","LOLB",28,1,85,86,72,83,87,86,62,60,25,6,36,25,45,35,33,43,12,28,25,25,89,6,6,6,6,6,83,83,52,61,72,82,86,78,86,54,20,20,85,45,45,10,87,94,96,14,12,10,25,45,45,45,45,20,10,6,2532800
"NIGELBRADHAM","00-0029272",2017,"Bradham","Nigel","Eagles","Nigel Bradham","LOLB",NA,1,84,86,72,83,87,87,62,60,25,25,36,25,45,35,33,43,20,28,25,25,89,6,6,6,6,6,85,83,61,70,83,86,87,76,84,53,20,20,85,45,45,10,87,94,96,15.92317,15.6035,11.89417,24.21933,44.87017,44.8075,44.72283,44.535,17.4445,6.858,5.981167,2532800
"NIGELBRADHAM","00-0029272",2016,"Bradham","Nigel","Eagles","Nigel Bradham","ROLB",NA,1,76,85,72,82,86,75,61,60,25,25,36,25,45,35,33,43,20,28,25,25,89,6,6,6,6,6,82,83,75,64,66,82,75,65,75,49,20,20,45,45,45,10,87,94,96,15.6665,16.24833,13.10217,17.0345,39.579,42.42067,41.3645,41.02983,16.60417,9.6835,7.400833,2532800
"NIGELBRADHAM","00-0029272",2014,"Nigel","Bradham","Bills","Nigel Bradham","ROLB",NA,2,77,84,71,83,88,71,54,60,25,5,36,25,45,35,33,43,20,28,25,25,89,5,5,5,5,5,89,90,68,55,76,92,65,73,77,49,20,20,45,45,45,11.10583,87,94,96,14.3655,12.79733,14.84067,21.352,39.6355,42.92183,40.5695,41.34267,16.58183,10.08567,8.532667,2532800
"NIGELBRADHAM","00-0029272",2015,"Bradham","Nigel","Bills","Nigel Bradham","LOLB",NA,1,83,85,72,82,86,77,61,60,25,6,36,25,45,35,33,43,20,28,25,25,89,6,6,6,6,6,87,90,77,65,80,92,76,73,83,49,20,20,45,45,45,10,87,94,96,14.35367,12.7265,12.68333,21.71883,40.05233,43.02183,41.1835,41.35433,16.61233,8.530833,7.0835,2532800
"NIGELHARRIS","00-0033700",2018,"Harris","Nigel","Buccaneers","Nigel Harris","MLB",23,3,63,87,68,84,88,55,53,49,24,6,66,68,48,58,55,63,16.66666667,52,48,20,86,6,6,6,6,6,77,84,57,64,71,79,55,55,65,52,26,19,72,45,45,35,88,90,88,10,12,53,12,45,45,45,45,26,16,8,2559183
"NIKITAWHITLOCK","0",2015,"Whitlock","Nikita","Giants","Nikita Whitlock","HB",NA,6,61,78,88,79,84,49,51,65,30,15,75,42,60,66,54,56,39,55,40,45,79,20,15,10,10,10,66,45,65,30,66,57,32,15,20,20,25,25,67,74,52,40,87,79,92,12.9675,14.04067,30.34117,66.29133,62.17817,47.57333,58.412,42.08167,46.1745,40.05983,33.59967,2550270
"NIKITAWHITLOCK","0",2014,"Nikita","Whitlock","Bengals","Nikita Whitlock","HB",NA,8,56,75,88,79,84,39,51,65,30,15,75,42,60,66,54,56,39,55,40,45,79,20,15,10,10,10,66,45,65,30,66,57,32,15,20,20,25,25,67,74,52,36.40717,87,79,92,13.37817,14.512,30.27867,66.20967,62.5175,47.88367,58.3305,41.83633,46.1745,40.17083,33.79967,2550270
